Freq.	V(vout)
1.94984459975803e+002	2.00996339557211e+000,-7.74884916427808e-004
1.99526231496887e+002	2.00996338698334e+000,-7.92934303114905e-004
2.04173794466952e+002	2.00996337798981e+000,-8.11404113905988e-004
2.08929613085403e+002	2.00996336857242e+000,-8.30304141727642e-004
2.13796208950222e+002	2.00996335871120e+000,-8.49644407612842e-004
2.18776162394954e+002	2.00996334838524e+000,-8.69435166013265e-004
2.23872113856832e+002	2.00996333757263e+000,-8.89686910237070e-004
2.29086765276776e+002	2.00996332625043e+000,-9.10410378012058e-004
2.34422881531991e+002	2.00996331439464e+000,-9.31616557179000e-004
2.39883291901947e+002	2.00996330198011e+000,-9.53316691517613e-004
2.45470891568501e+002	2.00996328898049e+000,-9.75522286707882e-004
2.51188643150956e+002	2.00996327536822e+000,-9.98245116430455e-004
2.57039578276885e+002	2.00996326111443e+000,-1.02149722860916e-003
2.63026799189536e+002	2.00996324618887e+000,-1.04529095179913e-003
2.69153480392690e+002	2.00996323055990e+000,-1.06963890172275e-003
2.75422870333815e+002	2.00996321419435e+000,-1.09455398795948e-003
2.81838293126443e+002	2.00996319705752e+000,-1.12004942078964e-003
2.88403150312659e+002	2.00996317911305e+000,-1.14613871819928e-003
2.95120922666637e+002	2.00996316032289e+000,-1.17283571304730e-003
3.01995172040200e+002	2.00996314064718e+000,-1.20015456039896e-003
3.09029543251357e+002	2.00996312004418e+000,-1.22810974503225e-003
3.16227766016836e+002	2.00996309847019e+000,-1.25671608911628e-003
3.23593656929626e+002	2.00996307587945e+000,-1.28598876007120e-003
3.31131121482589e+002	2.00996305222403e+000,-1.31594327860925e-003
3.38844156139200e+002	2.00996302745378e+000,-1.34659552696394e-003
3.46736850452529e+002	2.00996300151614e+000,-1.37796175731111e-003
3.54813389233573e+002	2.00996297435609e+000,-1.41005860038545e-003
3.63078054770099e+002	2.00996294591604e+000,-1.44290307429811e-003
3.71535229097170e+002	2.00996291613564e+000,-1.47651259356007e-003
3.80189396320558e+002	2.00996288495174e+000,-1.51090497831431e-003
3.89045144994278e+002	2.00996285229819e+000,-1.54609846378526e-003
3.98107170553494e+002	2.00996281810572e+000,-1.58211170994558e-003
4.07380277804110e+002	2.00996278230181e+000,-1.61896381141093e-003
4.16869383470332e+002	2.00996274481052e+000,-1.65667430756257e-003
4.26579518801589e+002	2.00996270555231e+000,-1.69526319290793e-003
4.36515832240163e+002	2.00996266444393e+000,-1.73475092768072e-003
4.46683592150960e+002	2.00996262139816e+000,-1.77515844868947e-003
4.57088189614872e+002	2.00996257632372e+000,-1.81650718041713e-003
4.67735141287195e+002	2.00996252912498e+000,-1.85881904638086e-003
4.78630092322635e+002	2.00996247970183e+000,-1.90211648075507e-003
4.89778819368443e+002	2.00996242794945e+000,-1.94642244026579e-003
5.01187233627268e+002	2.00996237375805e+000,-1.99176041636218e-003
5.12861383991361e+002	2.00996231701269e+000,-2.03815444767010e-003
5.24807460249769e+002	2.00996225759300e+000,-2.08562913273915e-003
5.37031796370249e+002	2.00996219537296e+000,-2.13420964308185e-003
5.49540873857620e+002	2.00996213022057e+000,-2.18392173652072e-003
5.62341325190345e+002	2.00996206199765e+000,-2.23479177084350e-003
5.75439937337152e+002	2.00996199055948e+000,-2.28684671777765e-003
5.88843655355584e+002	2.00996191575454e+000,-2.34011417728980e-003
6.02559586074353e+002	2.00996183742415e+000,-2.39462239221929e-003
6.16595001861477e+002	2.00996175540217e+000,-2.45040026324961e-003
6.30957344480188e+002	2.00996166951461e+000,-2.50747736423329e-003
6.45654229034650e+002	2.00996157957930e+000,-2.56588395786783e-003
6.60693448007591e+002	2.00996148540548e+000,-2.62565101174206e-003
6.76082975391976e+002	2.00996138679338e+000,-2.68681021475353e-003
6.91830970918931e+002	2.00996128353384e+000,-2.74939399390676e-003
7.07945784384132e+002	2.00996117540784e+000,-2.81343553150725e-003
7.24435960074984e+002	2.00996106218601e+000,-2.87896878275073e-003
7.41310241300911e+002	2.00996094362822e+000,-2.94602849372548e-003
7.58577575029177e+002	2.00996081948297e+000,-3.01465021983242e-003
7.76247116628685e+002	2.00996068948694e+000,-3.08487034463511e-003
7.94328234724275e+002	2.00996055336440e+000,-3.15672609914638e-003
8.12830516164092e+002	2.00996041082660e+000,-3.23025558156831e-003
8.31763771102664e+002	2.00996026157122e+000,-3.30549777748626e-003
8.51138038202369e+002	2.00996010528166e+000,-3.38249258053829e-003
8.70963589956073e+002	2.00995994162640e+000,-3.46128081356307e-003
8.91250938133738e+002	2.00995977025833e+000,-3.54190425024006e-003
9.12010839355902e+002	2.00995959081394e+000,-3.62440563723447e-003
9.33254300796983e+002	2.00995940291260e+000,-3.70882871685842e-003
9.54992586021428e+002	2.00995920615577e+000,-3.79521825025852e-003
9.77237220955802e+002	2.00995900012609e+000,-3.88362004114276e-003
9.99999999999991e+002	2.00995878438655e+000,-3.97408096006131e-003
1.02329299228075e+003	2.00995855847954e+000,-4.06664896925245e-003
1.04712854805089e+003	2.00995832192587e+000,-4.16137314806531e-003
1.07151930523760e+003	2.00995807422381e+000,-4.25830371897638e-003
1.09647819614318e+003	2.00995781484793e+000,-4.35749207421060e-003
1.12201845430195e+003	2.00995754324807e+000,-4.45899080298242e-003
1.14815362149687e+003	2.00995725884814e+000,-4.56285371936995e-003
1.17489755493952e+003	2.00995696104488e+000,-4.66913589084058e-003
1.20226443461740e+003	2.00995664920663e+000,-4.77789366743718e-003
1.23026877081237e+003	2.00995632267194e+000,-4.88918471164598e-003
1.25892541179416e+003	2.00995598074819e+000,-5.00306802895998e-003
1.28824955169312e+003	2.00995562271011e+000,-5.11960399914963e-003
1.31825673855640e+003	2.00995524779828e+000,-5.23885440826696e-003
1.34896288259164e+003	2.00995485521746e+000,-5.36088248139137e-003
1.38038426460287e+003	2.00995444413494e+000,-5.48575291613557e-003
1.41253754462274e+003	2.00995401367878e+000,-5.61353191693715e-003
1.44543977074591e+003	2.00995356293591e+000,-5.74428723013984e-003
1.47910838816819e+003	2.00995309095028e+000,-5.87808817990018e-003
1.51356124843619e+003	2.00995259672075e+000,-6.01500570491991e-003
1.54881661891247e+003	2.00995207919901e+000,-6.15511239604144e-003
1.58489319246110e+003	2.00995153728733e+000,-6.29848253471415e-003
1.62181009735891e+003	2.00995096983627e+000,-6.44519213235444e-003
1.65958690743754e+003	2.00995037564220e+000,-6.59531897062171e-003
1.69824365246173e+003	2.00994975344478e+000,-6.74894264263509e-003
1.73780082874936e+003	2.00994910192427e+000,-6.90614459514133e-003
1.77827941003891e+003	2.00994841969873e+000,-7.06700817167222e-003
1.81970085860997e+003	2.00994770532109e+000,-7.23161865669793e-003
1.86208713666285e+003	2.00994695727609e+000,-7.40006332081015e-003
1.90546071796323e+003	2.00994617397705e+000,-7.57243146695660e-003
1.94984459975803e+003	2.00994535376254e+000,-7.74881447774918e-003
1.99526231496886e+003	2.00994449489280e+000,-7.92930586387134e-003
2.04173794466951e+003	2.00994359554609e+000,-8.11400131361204e-003
2.08929613085402e+003	2.00994265381483e+000,-8.30299874354995e-003
2.13796208950221e+003	2.00994166770152e+000,-8.49639835041648e-003
2.18776162394953e+003	2.00994063511455e+000,-8.69430266416211e-003
2.23872113856832e+003	2.00993955386371e+000,-8.89681660225441e-003
2.29086765276775e+003	2.00993842165560e+000,-9.10404752524644e-003
2.34422881531990e+003	2.00993723608872e+000,-9.31610529362304e-003
2.39883291901947e+003	2.00993599464840e+000,-9.53310232597517e-003
2.45470891568501e+003	2.00993469470147e+000,-9.75515365852346e-003
2.51188643150955e+003	2.00993333349065e+000,-9.98237700602501e-003
2.57039578276884e+003	2.00993190812875e+000,-1.02148928240895e-002
2.63026799189535e+003	2.00993041559249e+000,-1.04528243729503e-002
2.69153480392689e+003	2.00992885271613e+000,-1.06962977827050e-002
2.75422870333814e+003	2.00992721618474e+000,-1.09454421200785e-002
2.81838293126442e+003	2.00992550252715e+000,-1.12003894567289e-002
2.88403150312658e+003	2.00992370810864e+000,-1.14612749391405e-002
2.95120922666635e+003	2.00992182912318e+000,-1.17282368601407e-002
3.01995172040198e+003	2.00991986158540e+000,-1.20014167320657e-002
3.09029543251356e+003	2.00991780132209e+000,-1.22809593616317e-002
3.16227766016835e+003	2.00991564396340e+000,-1.25670129265391e-002
3.23593656929625e+003	2.00991338493353e+000,-1.28597290538431e-002
3.31131121482588e+003	2.00991101944108e+000,-1.31592629001532e-002
3.38844156139199e+003	2.00990854246883e+000,-1.34657732336794e-002
3.46736850452528e+003	2.00990594876313e+000,-1.37794225181813e-002
3.54813389233572e+003	2.00990323282275e+000,-1.41003769988602e-002
3.63078054770097e+003	2.00990038888724e+000,-1.44288067902412e-002
3.71535229097168e+003	2.00989741092467e+000,-1.47648859660778e-002
3.80189396320557e+003	2.00989429261890e+000,-1.51087926513505e-002
3.89045144994276e+003	2.00989102735610e+000,-1.54607091163776e-002
3.98107170553493e+003	2.00988760821082e+000,-1.58208218731076e-002
4.07380277804108e+003	2.00988402793125e+000,-1.61893217736363e-002
4.16869383470331e+003	2.00988027892385e+000,-1.65664041109922e-002
4.26579518801588e+003	2.00987635323725e+000,-1.69522687222566e-002
4.36515832240161e+003	2.00987224254542e+000,-1.73471200940505e-002
4.46683592150958e+003	2.00986793812995e+000,-1.77511674704669e-002
4.57088189614870e+003	2.00986343086166e+000,-1.81646249634788e-002
4.67735141287193e+003	2.00985871118114e+000,-1.85877116658959e-002
4.78630092322633e+003	2.00985376907857e+000,-1.90206517669233e-002
4.89778819368441e+003	2.00984859407245e+000,-1.94636746703707e-002
5.01187233627267e+003	2.00984317518739e+000,-1.99170151155897e-002
5.12861383991359e+003	2.00983750093085e+000,-2.03809133011826e-002
5.24807460249767e+003	2.00983155926877e+000,-2.08556150115554e-002
5.37031796370247e+003	2.00982533760006e+000,-2.13413717463737e-002
5.49540873857618e+003	2.00981882272989e+000,-2.18384408529896e-002
5.62341325190343e+003	2.00981200084171e+000,-2.23470856618981e-002
5.75439937337150e+003	2.00980485746798e+000,-2.28675756253027e-002
5.88843655355582e+003	2.00979737745950e+000,-2.34001864588446e-002
6.02559586074351e+003	2.00978954495328e+000,-2.39452002865705e-002
6.16595001861475e+003	2.00978134333897e+000,-2.45029057892217e-002
6.30957344480186e+003	2.00977275522359e+000,-2.50735983558914e-002
6.45654229034648e+003	2.00976376239471e+000,-2.56575802391530e-002
6.60693448007588e+003	2.00975434578185e+000,-2.62551607137112e-002
6.76082975391974e+003	2.00974448541607e+000,-2.68666562386625e-002
6.91830970918928e+003	2.00973416038763e+000,-2.74923906234515e-002
7.07945784384129e+003	2.00972334880173e+000,-2.81326951975781e-002
7.24435960074981e+003	2.00971202773205e+000,-2.87879089841602e-002
7.41310241300908e+003	2.00970017317225e+000,-2.94583788774250e-002
7.58577575029174e+003	2.00968775998507e+000,-3.01444598242101e-002
7.76247116628682e+003	2.00967476184907e+000,-3.08465150095519e-002
7.94328234724272e+003	2.00966115120289e+000,-3.15649160464752e-002
8.12830516164089e+003	2.00964689918687e+000,-3.23000431700334e-002
8.31763771102661e+003	2.00963197558192e+000,-3.30522854357161e-002
8.51138038202366e+003	2.00961634874550e+000,-3.38220409223058e-002
8.70963589956070e+003	2.00959998554463e+000,-3.46097169392687e-002
8.91250938133734e+003	2.00958285128570e+000,-3.54157302387776e-002
9.12010839355898e+003	2.00956490964106e+000,-3.62405072324694e-002
9.33254300796979e+003	2.00954612257204e+000,-3.70844842130060e-002
9.54992586021424e+003	2.00952645024845e+000,-3.79481075805687e-002
9.77237220955798e+003	2.00950585096426e+000,-3.88318340743545e-002
9.99999999999987e+003	2.00948428104931e+000,-3.97361310091886e-002
1.02329299228074e+004	2.00946169477690e+000,-4.06614765173442e-002
1.04712854805089e+004	2.00943804426698e+000,-4.16083597956739e-002
1.07151930523759e+004	2.00941327938489e+000,-4.25772813581538e-002
1.09647819614317e+004	2.00938734763522e+000,-4.35687532939362e-002
1.12201845430195e+004	2.00936019405080e+000,-4.45832995310165e-002
1.14815362149687e+004	2.00933176107638e+000,-4.56214561056193e-002
1.17489755493951e+004	2.00930198844695e+000,-4.66837714374032e-002
1.20226443461740e+004	2.00927081306025e+000,-4.77708066105854e-002
1.23026877081237e+004	2.00923816884335e+000,-4.88831356610938e-002
