Freq.	V(vout)
1.25892541179415e+004	2.02957132224220e+000,-5.10986636085815e-002
1.28824955169312e+004	2.02953904071649e+000,-5.22886278961170e-002
1.31825673855639e+004	2.02950523791033e+000,-5.35062902379450e-002
1.34896288259164e+004	2.02946984223640e+000,-5.47522943937761e-002
1.38038426460287e+004	2.02943277856911e+000,-5.60272990117330e-002
1.41253754462274e+004	2.02939396836237e+000,-5.73319779775791e-002
1.44543977074591e+004	2.02935332925244e+000,-5.86670207535215e-002
1.47910838816819e+004	2.02931077513737e+000,-6.00331327422046e-002
1.51356124843619e+004	2.02926621574068e+000,-6.14310356395551e-002
1.54881661891246e+004	2.02921955660477e+000,-6.28614678118331e-002
1.58489319246109e+004	2.02917069879861e+000,-6.43251846701655e-002
1.62181009735891e+004	2.02911953873126e+000,-6.58229590574421e-002
1.65958690743754e+004	2.02906596793251e+000,-6.73555816427595e-002
1.69824365246172e+004	2.02900987282316e+000,-6.89238613239868e-002
1.73780082874935e+004	2.02895113442851e+000,-7.05286256368920e-002
1.77827941003890e+004	2.02888962828346e+000,-7.21707211897922e-002
1.81970085860996e+004	2.02882522402514e+000,-7.38510140544559e-002
1.86208713666284e+004	2.02875778499840e+000,-7.55703902442836e-002
1.90546071796322e+004	2.02868716830699e+000,-7.73297561459146e-002
1.94984459975802e+004	2.02861322425317e+000,-7.91300389703324e-002
1.99526231496885e+004	2.02853579608999e+000,-8.09721872207119e-002
2.04173794466950e+004	2.02845471964359e+000,-8.28571711642855e-002
2.08929613085401e+004	2.02836982312735e+000,-8.47859833244554e-002
2.13796208950220e+004	2.02828092661690e+000,-8.67596389656703e-002
2.18776162394952e+004	2.02818784157752e+000,-8.87791765907882e-002
2.23872113856831e+004	2.02809037078817e+000,-9.08456584718401e-002
2.29086765276774e+004	2.02798830767083e+000,-9.29601711587008e-002
2.34422881531989e+004	2.02788143587691e+000,-9.51238260124868e-002
2.39883291901946e+004	2.02776952900953e+000,-9.73377597700172e-002
2.45470891568500e+004	2.02765234984130e+000,-9.96031350353463e-002
2.51188643150954e+004	2.02752965010720e+000,-1.01921140924184e-001
2.57039578276883e+004	2.02740116981484e+000,-1.04292993585011e-001
2.63026799189534e+004	2.02726663673633e+000,-1.06719936795165e-001
2.69153480392688e+004	2.02712576578752e+000,-1.09203242551334e-001
2.75422870333813e+004	2.02697825856412e+000,-1.11744211683137e-001
2.81838293126441e+004	2.02682380255058e+000,-1.14344174456001e-001
2.88403150312656e+004	2.02666207057307e+000,-1.17004491209985e-001
2.95120922666634e+004	2.02649272007315e+000,-1.19726552966279e-001
3.01995172040197e+004	2.02631539225491e+000,-1.22511782099699e-001
3.09029543251354e+004	2.02612971161453e+000,-1.25361632990209e-001
3.16227766016833e+004	2.02593528489287e+000,-1.28277592673783e-001
3.23593656929623e+004	2.02573170038453e+000,-1.31261181527532e-001
3.31131121482586e+004	2.02551852694986e+000,-1.34313953958237e-001
3.38844156139197e+004	2.02529531328943e+000,-1.37437499051825e-001
3.46736850452526e+004	2.02506158682311e+000,-1.40633441348859e-001
3.54813389233570e+004	2.02481685271667e+000,-1.43903441498669e-001
3.63078054770096e+004	2.02456059296742e+000,-1.47249197020521e-001
3.71535229097167e+004	2.02429226515333e+000,-1.50672442951966e-001
3.80189396320555e+004	2.02401130144200e+000,-1.54174952693770e-001
3.89045144994275e+004	2.02371710723602e+000,-1.57758538672561e-001
3.98107170553491e+004	2.02340906009539e+000,-1.61425053140051e-001
4.07380277804107e+004	2.02308650827123e+000,-1.65176388840529e-001
4.16869383470329e+004	2.02274876946159e+000,-1.69014479889215e-001
4.26579518801586e+004	2.02239512928599e+000,-1.72941302465759e-001
4.36515832240159e+004	2.02202483988581e+000,-1.76958875573026e-001
4.46683592150956e+004	2.02163711829180e+000,-1.81069261857124e-001
4.57088189614868e+004	2.02123114465211e+000,-1.85274568347199e-001
4.67735141287191e+004	2.02080606090598e+000,-1.89576947202676e-001
4.78630092322631e+004	2.02036096862746e+000,-1.93978596565263e-001
4.89778819368439e+004	2.01989492712036e+000,-1.98481761266555e-001
5.01187233627264e+004	2.01940695181765e+000,-2.03088733574171e-001
5.12861383991357e+004	2.01889601178634e+000,-2.07801854051902e-001
5.24807460249764e+004	2.01836102799224e+000,-2.12623512215489e-001
5.37031796370244e+004	2.01780087066335e+000,-2.17556147293152e-001
5.49540873857616e+004	2.01721435723161e+000,-2.22602249075996e-001
5.62341325190340e+004	2.01660024976570e+000,-2.27764358460467e-001
5.75439937337148e+004	2.01595725230965e+000,-2.33045068339208e-001
5.88843655355580e+004	2.01528400829196e+000,-2.38447024133812e-001
6.02559586074348e+004	2.01457909770796e+000,-2.43972924537305e-001
6.16595001861472e+004	2.01384103414725e+000,-2.49625522239833e-001
6.30957344480183e+004	2.01306826167555e+000,-2.55407624381749e-001
6.45654229034645e+004	2.01225915174785e+000,-2.61322093241166e-001
6.60693448007586e+004	2.01141199962998e+000,-2.67371846843022e-001
6.76082975391971e+004	2.01052502113953e+000,-2.73559859346259e-001
6.91830970918925e+004	2.00959634867875e+000,-2.79889161580481e-001
7.07945784384127e+004	2.00862402757809e+000,-2.86362841474492e-001
7.24435960074979e+004	2.00760601209772e+000,-2.92984044432027e-001
7.41310241300906e+004	2.00654016111199e+000,-2.99755973621962e-001
7.58577575029172e+004	2.00542423367195e+000,-3.06681890214129e-001
7.76247116628679e+004	2.00425588471537e+000,-3.13765113595072e-001
7.94328234724269e+004	2.00303265986398e+000,-3.21009021451935e-001
8.12830516164086e+004	2.00175199070541e+000,-3.28417049770573e-001
8.31763771102658e+004	2.00041118950339e+000,-3.35992692641889e-001
8.51138038202363e+004	1.99900744347665e+000,-3.43739502291255e-001
8.70963589956067e+004	1.99753780956662e+000,-3.51661088660729e-001
8.91250938133731e+004	1.99599920811042e+000,-3.59761118853606e-001
9.12010839355895e+004	1.99438841667642e+000,-3.68043316842246e-001
9.33254300796976e+004	1.99270206359514e+000,-3.76511462484557e-001
9.54992586021420e+004	1.99093662124109e+000,-3.85169390788399e-001
9.77237220955795e+004	1.98908839873963e+000,-3.94020990949428e-001
9.99999999999984e+004	1.98715353488973e+000,-4.03070204940484e-001
1.02329299228074e+005	1.98512799020374e+000,-4.12321026186543e-001
1.04712854805088e+005	1.98300753873810e+000,-4.21777497830489e-001
1.07151930523759e+005	1.98078776025348e+000,-4.31443710966904e-001
1.09647819614317e+005	1.97846403055233e+000,-4.41323802333611e-001
1.12201845430195e+005	1.97603151333213e+000,-4.51421951984239e-001
1.14815362149686e+005	1.97348514984942e+000,-4.61742380572111e-001
1.17489755493951e+005	1.97081964947067e+000,-4.72289346091749e-001
1.20226443461739e+005	1.96802947916864e+000,-4.83067140618749e-001
1.23026877081236e+005	1.96510885253650e+000,-4.94080086594962e-001
1.25892541179415e+005	1.96205171893731e+000,-5.05332532411756e-001
1.28824955169311e+005	1.95885175149366e+000,-5.16828847853820e-001
1.31825673855639e+005	1.95550233481799e+000,-5.28573419035872e-001
1.34896288259163e+005	1.95199655265179e+000,-5.40570642573233e-001
1.38038426460286e+005	1.94832717425715e+000,-5.52824919615231e-001
1.41253754462273e+005	1.94448664093573e+000,-5.65340648734354e-001
1.44543977074590e+005	1.94046705149013e+000,-5.78122218960713e-001
1.47910838816818e+005	1.93626014749160e+000,-5.91174000937480e-001
1.51356124843618e+005	1.93185729759102e+000,-6.04500338737423e-001
1.54881661891246e+005	1.92724948150923e+000,-6.18105539811045e-001
1.58489319246109e+005	1.92242727318306e+000,-6.31993864452082e-001
1.62181009735890e+005	1.91738082352664e+000,-6.46169514257731e-001
1.65958690743753e+005	1.91209984224055e+000,-6.60636619734807e-001
1.69824365246172e+005	1.90657357874547e+000,-6.75399226712272e-001
1.73780082874935e+005	1.90079080323364e+000,-6.90461281435691e-001
1.77827941003889e+005	1.89473978582141e+000,-7.05826614722552e-001
1.81970085860995e+005	1.88840827587963e+000,-7.21498924454743e-001
1.86208713666284e+005	1.88178348025657e+000,-7.37481756828933e-001
1.90546071796322e+005	1.87485204043721e+000,-7.53778485803987e-001
1.94984459975801e+005	1.86760000936567e+000,-7.70392290989323e-001
1.99526231496885e+005	1.86001282702280e+000,-7.87326133916631e-001
2.04173794466949e+005	1.85207529546442e+000,-8.04582731659825e-001
2.08929613085400e+005	1.84377155278028e+000,-8.22164528905941e-001
2.13796208950220e+005	1.83508504599135e+000,-8.40073667846799e-001
2.18776162394952e+005	1.82599850380035e+000,-8.58311954304890e-001
2.23872113856830e+005	1.81649390755899e+000,-8.76880822978732e-001
2.29086765276773e+005	1.80655246190725e+000,-8.95781298101469e-001
2.34422881531988e+005	1.79615456399665e+000,-9.15013951710711e-001
2.39883291901945e+005	1.78527977246020e+000,-9.34578858464860e-001
2.45470891568499e+005	1.77390677505201e+000,-9.54475545947977e-001
2.51188643150954e+005	1.76201335543209e+000,-9.74702941717864e-001
2.57039578276882e+005	1.74957635945376e+000,-9.95259315004032e-001
2.63026799189534e+005	1.73657166022343e+000,-1.01614221421622e+000
2.69153480392687e+005	1.72297412292042e+000,-1.03734839834564e+000
2.75422870333812e+005	1.70875756864895e+000,-1.05887376295758e+000
2.81838293126440e+005	1.69389473807567e+000,-1.08071325965969e+000
2.88403150312656e+005	1.67835725441566e+000,-1.10286080794556e+000
2.95120922666633e+005	1.66211558676258e+000,-1.12530920015366e+000
3.01995172040196e+005	1.64513901276388e+000,-1.14804999704394e+000
3.09029543251354e+005	1.62739558286728e+000,-1.17107341440097e+000
3.16227766016832e+005	1.60885208409256e+000,-1.19436819895182e+000
3.23593656929623e+005	1.58947400560534e+000,-1.21792149374648e+000
3.31131121482585e+005	1.56922550669361e+000,-1.24171868946136e+000
3.38844156139197e+005	1.54806938658492e+000,-1.26574326315096e+000
3.46736850452526e+005	1.52596705749433e+000,-1.28997660148632e+000
3.54813389233569e+005	1.50287852346995e+000,-1.31439780658613e+000
3.63078054770095e+005	1.47876236370135e+000,-1.33898348398957e+000
3.71535229097166e+005	1.45357572414061e+000,-1.36370751001119e+000
3.80189396320555e+005	1.42727431797498e+000,-1.38854077681685e+000
3.89045144994274e+005	1.39981243816340e+000,-1.41345091268405e+000
3.98107170553490e+005	1.37114298484268e+000,-1.43840197599092e+000
4.07380277804106e+005	1.34121751009228e+000,-1.46335411912054e+000
4.16869383470328e+005	1.30998628496380e+000,-1.48826322162191e+000
4.26579518801585e+005	1.27739839463593e+000,-1.51308048801280e+000
4.36515832240158e+005	1.24340186400339e+000,-1.53775200967423e+000
4.46683592150955e+005	1.20794382552503e+000,-1.56221828668617e+000
4.57088189614867e+005	1.17097073493412e+000,-1.58641370879466e+000
4.67735141287190e+005	1.13242864208329e+000,-1.61026599324905e+000
4.78630092322630e+005	1.09226353424779e+000,-1.63369557859257e+000
4.89778819368438e+005	1.05042175985736e+000,-1.65661497447979e+000
5.01187233627263e+005	1.00685055021256e+000,-1.67892806910810e+000
5.12861383991356e+005	9.61498657158122e-001,-1.70052939808190e+000
5.24807460249763e+005	9.14317123785930e-001,-1.72130337956160e+000
5.37031796370243e+005	8.65260215966689e-001,-1.74112352683133e+000
5.49540873857615e+005	8.14286533808497e-001,-1.75985165129569e+000
5.62341325190339e+005	7.61360332755661e-001,-1.77733707484977e+000
5.75439937337147e+005	7.06453083958379e-001,-1.79341587905272e+000
5.88843655355579e+005	6.49545302676316e-001,-1.80791022579633e+000
6.02559586074347e+005	5.90628672156255e-001,-1.82062779329886e+000
6.16595001861471e+005	5.29708493005029e-001,-1.83136138579880e+000
6.30957344480182e+005	4.66806480112418e-001,-1.83988878789334e+000
6.45654229034644e+005	4.01963917642166e-001,-1.84597294813071e+000
6.60693448007584e+005	3.35245175205918e-001,-1.84936259561040e+000
6.76082975391970e+005	2.66741569795357e-001,-1.84979341102757e+000
6.91830970918924e+005	1.96575522487630e-001,-1.84698988339517e+000
7.07945784384125e+005	1.24904938639082e-001,-1.84066800487713e+000
7.24435960074977e+005	5.19276854037519e-002,-1.83053895547605e+000
7.41310241300904e+005	-2.21140039977291e-002,-1.81631393384007e+000
7.58577575029170e+005	-9.69294358938857e-002,-1.79771026756128e+000
7.76247116628678e+005	-1.72175972510469e-001,-1.77445890638573e+000
7.94328234724267e+005	-2.47456526113030e-001,-1.74631334189599e+000
8.12830516164085e+005	-3.22318461557283e-001,-1.71305991443640e+000
8.31763771102656e+005	-3.96254385139736e-001,-1.67452933888177e+000
8.51138038202361e+005	-4.68705309290949e-001,-1.63060914939153e+000
8.70963589956065e+005	-5.39066658792998e-001,-1.58125658068504e+000
8.91250938133729e+005	-6.06697497953680e-001,-1.52651122172655e+000
9.12010839355893e+005	-6.70933201759228e-001,-1.46650659923003e+000
9.33254300796974e+005	-7.31101563151300e-001,-1.40147971346517e+000
9.54992586021419e+005	-7.86542027797471e-001,-1.33177745824987e+000
9.77237220955793e+005	-8.36627397511005e-001,-1.25785889887305e+000
9.99999999999982e+005	-8.80786979066350e-001,-1.18029251515063e+000
1.02329299228074e+006	-9.18529826769045e-001,-1.09974781578356e+000
1.04712854805088e+006	-9.49466491714805e-001,-1.01698114198208e+000
1.07151930523759e+006	-9.73327605189321e-001,-9.32815995666543e-001
1.09647819614316e+006	-9.89977716752661e-001,-8.48118765217529e-001
1.12201845430194e+006	-9.99423120253468e-001,-7.63771243676854e-001
1.14815362149686e+006	-1.00181286071343e+000,-6.80641698321746e-001
1.17489755493951e+006	-9.97432728579550e-001,-5.99556464359014e-001
1.20226443461739e+006	-9.86692675776035e-001,-5.21273995940156e-001
1.23026877081236e+006	-9.70108671675763e-001,-4.46463058386946e-001
1.25892541179414e+006	-9.48280470922178e-001,-3.75686311172239e-001
1.28824955169311e+006	-9.21867019830199e-001,-3.09389980283297e-001
1.31825673855638e+006	-8.91561277147991e-001,-2.47899740695965e-001
1.34896288259163e+006	-8.58066081164898e-001,-1.91422402083430e-001
1.38038426460286e+006	-8.22072394992074e-001,-1.40052574516728e-001
1.41253754462273e+006	-7.84240880522551e-001,-9.37832231998184e-002
1.44543977074590e+006	-7.45187339550775e-001,-5.25189055462829e-002
1.47910838816818e+006	-7.05472178029063e-001,-1.60905054522425e-002
1.51356124843618e+006	-6.65593732919426e-001,1.57295957720009e-002
1.54881661891245e+006	-6.25985067244264e-001,4.32127806432132e-002
1.58489319246108e+006	-5.87013696843107e-001,6.66605381565569e-002
1.62181009735890e+006	-5.48983648787384e-001,8.63923200224955e-002
1.65958690743753e+006	-5.12139248922443e-001,1.02735144012680e-001
1.69824365246171e+006	-4.76670084092277e-001,1.16015018149704e-001
1.73780082874934e+006	-4.42716658724171e-001,1.26550139296550e-001
1.77827941003889e+006	-4.10376348233671e-001,1.34645729240482e-001
1.81970085860995e+006	-3.79709345420648e-001,1.40590328444327e-001
1.86208713666283e+006	-3.50744373494849e-001,1.44653335659786e-001
1.90546071796321e+006	-3.23484014483667e-001,1.47083583325649e-001
1.94984459975801e+006	-2.97909559387136e-001,1.48108744815104e-001
1.99526231496884e+006	-2.73985334183686e-001,1.47935389883821e-001
2.04173794466949e+006	-2.51662490461819e-001,1.46749526872037e-001
2.08929613085400e+006	-2.30882274810338e-001,1.44717494881243e-001
2.13796208950219e+006	-2.11578807620048e-001,1.41987093207049e-001
2.18776162394951e+006	-1.93681412153333e-001,1.38688857173172e-001
2.23872113856830e+006	-1.77116539860833e-001,1.34937409283809e-001
2.29086765276773e+006	-1.61809339399133e-001,1.30832831723097e-001
2.34422881531988e+006	-1.47684915891833e-001,1.26462019608572e-001
2.39883291901944e+006	-1.34669324252731e-001,1.21899986930463e-001
2.45470891568498e+006	-1.22690336884576e-001,1.17211105335145e-001
2.51188643150953e+006	-1.11678022037466e-001,1.12450263580345e-001
2.57039578276881e+006	-1.01565164747624e-001,1.07663941372075e-001
2.63026799189533e+006	-9.22875584464369e-002,1.02891194442167e-001
2.69153480392686e+006	-8.37841911973965e-002,9.81645518542983e-002
2.75422870333811e+006	-7.59973472124503e-002,9.35108277772566e-002
2.81838293126440e+006	-6.88726409058476e-002,8.89518521153366e-002
2.88403150312655e+006	-6.23589981810904e-002,8.45051246180309e-002
2.95120922666633e+006	-5.64085969550216e-002,8.01843982067442e-002
3.01995172040196e+006	-5.09767769889912e-002,7.60001970669946e-002
3.09029543251353e+006	-4.60219272009973e-002,7.19602752372561e-002
3.16227766016832e+006	-4.15053571636538e-002,6.80700211735982e-002
3.23593656929622e+006	-3.73911581399929e-002,6.43328136202986e-002
3.31131121482585e+006	-3.36460579187590e-002,6.07503337985440e-002
3.38844156139196e+006	-3.02392730011509e-002,5.73228383263842e-002
3.46736850452525e+006	-2.71423605911743e-002,5.40493974135147e-002
3.54813389233568e+006	-2.43290726413863e-002,5.09281019424650e-002
3.63078054770094e+006	-2.17752133635415e-002,4.79562431471137e-002
3.71535229097165e+006	-1.94585014153636e-002,4.51304679927806e-002
3.80189396320554e+006	-1.73584375666044e-002,4.24469131424634e-002
3.89045144994273e+006	-1.54561783917166e-002,3.99013200801900e-002
3.98107170553489e+006	-1.37344163316094e-002,3.74891336883880e-002
4.07380277804105e+006	-1.21772662863029e-002,3.52055863279914e-002
4.16869383470327e+006	-1.07701588047277e-002,3.30457692211531e-002
4.26579518801584e+006	-9.49973979640601e-003,3.10046927675761e-002
4.36515832240157e+006	-8.35377663155187e-003,2.90773372069342e-002
4.46683592150954e+006	-7.32107045308464e-003,2.72586948892838e-002
4.57088189614866e+006	-6.39137445626767e-003,2.55438052630995e-002
4.67735141287189e+006	-5.55531787836401e-003,2.39277835621232e-002
4.78630092322629e+006	-4.80433542592410e-003,2.24058440435799e-002
4.89778819368436e+006	-4.13060184519941e-003,2.09733185378204e-002
5.01187233627262e+006	-3.52697135649623e-003,1.96256709647940e-002
5.12861383991355e+006	-2.98692164521589e-003,1.83585084022155e-002
5.24807460249762e+006	-2.50450213341954e-003,1.71675892100153e-002
5.37031796370242e+006	-2.07428626045429e-003,1.60488286473397e-002
5.49540873857613e+006	-1.69132748873327e-003,1.49983023753700e-002
5.62341325190338e+006	-1.35111879218816e-003,1.40122481756282e-002
5.75439937337145e+006	-1.04955536822425e-003,1.30870661791236e-002
5.88843655355577e+006	-7.82900357386070e-004,1.22193178523773e-002
6.02559586074345e+006	-5.47753333458619e-004,1.14057239675966e-002
6.16595001861470e+006	-3.41021369878232e-004,1.06431617394586e-002
6.30957344480180e+006	-1.59892477297666e-004,9.92866129454430e-003
6.45654229034642e+006	-1.81124405869724e-006,9.25940161120415e-003
6.60693448007582e+006	1.35543508097447e-004,8.63270605300810e-003
6.76082975391968e+006	2.54279193723375e-004,8.04603759482586e-003
6.91830970918922e+006	3.56308219878336e-004,7.49699383144081e-003
7.07945784384123e+006	4.43365159252469e-004,6.98330184149129e-003
7.24435960074975e+006	5.17022467137252e-004,6.50281296987168e-003
7.41310241300902e+006	5.78704863779364e-004,6.05349758012431e-003
7.58577575029168e+006	6.29702486484012e-004,5.63343982172396e-003
7.76247116628676e+006	6.71182915912639e-004,5.24083244764506e-003
7.94328234724265e+006	7.04202166384335e-004,4.87397171149887e-003
8.12830516164082e+006	7.29714728512404e-004,4.53125236951105e-003
8.31763771102654e+006	7.48582742143260e-004,4.21116280490865e-003
8.51138038202359e+006	7.61584370086707e-004,3.91228029083814e-003
8.70963589956062e+006	7.69421444565648e-004,3.63326640277516e-003
8.91250938133727e+006	7.72726443153873e-004,3.37286258849463e-003
9.12010839355890e+006	7.72068853437603e-004,3.12988590197233e-003
9.33254300796971e+006	7.67960977867563e-004,2.90322490431260e-003
9.54992586021416e+006	7.60863225910615e-004,2.69183573350592e-003
9.77237220955790e+006	7.51188938400302e-004,2.49473834345747e-003
9.99999999999979e+006	7.39308783429531e-004,2.31101291084741e-003
1.02329299228073e+007	7.25554760632804e-004,2.13979640801728e-003
1.04712854805088e+007	7.10223848625150e-004,1.98027933844414e-003
1.07151930523758e+007	6.93581325089077e-004,1.83170263156032e-003
1.09647819614316e+007	6.75863789212682e-004,1.69335469239015e-003
1.12201845430194e+007	6.57281911416882e-004,1.56456860129030e-003
1.14815362149686e+007	6.38022934657398e-004,1.44471945910319e-003
1.17489755493950e+007	6.18252949049816e-004,1.33322187211575e-003
1.20226443461739e+007	5.98118959226371e-004,1.22952757176695e-003
1.23026877081236e+007	5.77750763129309e-004,1.13312316355481e-003
1.25892541179414e+007	5.57262658345997e-004,1.04352799954033e-003
1.28824955169311e+007	5.36754991687243e-004,9.60292169207213e-004
1.31825673855638e+007	5.16315565305390e-004,8.82994603156933e-004
1.34896288259162e+007	4.96020912353426e-004,8.11241284235811e-004
1.38038426460286e+007	4.75937453559880e-004,7.44663561119770e-004
1.41253754462272e+007	4.56122545353295e-004,6.82916559010867e-004
1.44543977074590e+007	4.36625428985457e-004,6.25677682806775e-004
1.47910838816818e+007	4.17488089545512e-004,5.72645207730616e-004
1.51356124843618e+007	3.98746032791982e-004,5.23536952995167e-004
1.54881661891245e+007	3.80428986932252e-004,4.78089034122703e-004
1.58489319246108e+007	3.62561536230064e-004,4.36054689588751e-004
1.62181009735889e+007	3.45163692184400e-004,3.97203177879991e-004
1.65958690743752e+007	3.28251408052665e-004,3.61318741042959e-004
1.69824365246171e+007	3.11837041393232e-004,3.28199631261636e-004
1.73780082874934e+007	2.95929769528690e-004,2.97657196781769e-004
1.77827941003888e+007	2.80535961804566e-004,2.69515024151901e-004
1.81970085860994e+007	2.65659512647779e-004,2.43608133563523e-004
1.86208713666283e+007	2.51302138720361e-004,2.19782224489711e-004
1.90546071796321e+007	2.37463643532263e-004,1.97892968882230e-004
1.94984459975800e+007	2.24142152284752e-004,1.77805349356428e-004
1.99526231496884e+007	2.11334319718108e-004,1.59393040025683e-004
2.04173794466948e+007	1.99035513455445e-004,1.42537827716108e-004
2.08929613085399e+007	1.87239975137529e-004,1.27129071462859e-004
2.13796208950219e+007	1.75940961520792e-004,1.13063198339174e-004
2.18776162394950e+007	1.65130867561084e-004,1.00243233701470e-004
2.23872113856829e+007	1.54801333421708e-004,8.85783641626093e-005
2.29086765276772e+007	1.44943337162054e-004,7.79835315606451e-005
2.34422881531987e+007	1.35547274860137e-004,6.83790563185356e-005
2.39883291901944e+007	1.26603029783725e-004,5.96902886765539e-005
2.45470891568498e+007	1.18100032151341e-004,5.18472862353291e-005
2.51188643150952e+007	1.10027310962540e-004,4.47845163558739e-005
2.57039578276881e+007	1.02373539275819e-004,3.84405819186345e-005
2.63026799189532e+007	9.51270742449366e-005,3.27579689874582e-005
2.69153480392686e+007	8.82759931161861e-005,2.76828148905523e-005
2.75422870333811e+007	8.18081263072219e-005,2.31646952394304e-005
2.81838293126439e+007	7.57110885565337e-005,1.91564283965067e-005
2.88403150312654e+007	6.99723090384957e-005,1.56138958908652e-005
2.95120922666632e+007	6.45790611748951e-005,1.24958772756949e-005
3.01995172040195e+007	5.95184927745208e-005,9.76389794939655e-006
3.09029543251352e+007	5.47776569556813e-005,7.38208846731045e-006
3.16227766016831e+007	5.03435441709309e-005,5.31705391153358e-006
3.23593656929621e+007	4.62031155188872e-005,3.53775195460439e-006
3.31131121482584e+007	4.23433373533591e-005,2.01537831009376e-006
3.38844156139195e+007	3.87512171049379e-005,7.23258370187371e-007
3.46736850452524e+007	3.54138400747102e-005,-3.63256074664871e-007
3.54813389233568e+007	3.23184068763320e-005,-1.26688599897362e-006
3.63078054770093e+007	2.94522711133222e-005,-2.00852103337498e-006
3.71535229097164e+007	2.68029768060505e-005,-2.60731277548244e-006
3.80189396320553e+007	2.43582950624170e-005,-3.08076606450204e-006
3.89045144994272e+007	2.21062594493571e-005,-3.44482862856830e-006
3.98107170553488e+007	2.00351995517736e-005,-3.71397935949118e-006
4.07380277804104e+007	1.81337722158407e-005,-3.90131535231996e-006
4.16869383470326e+007	1.63909900379647e-005,-4.01863772001844e-006
4.26579518801583e+007	1.47962467137698e-005,-4.07653610148394e-006
4.36515832240156e+007	1.33393389426823e-005,-4.08447169419508e-006
4.46683592150953e+007	1.20104846629948e-005,-4.05085858173662e-006
4.57088189614865e+007	1.08003374840834e-005,-3.98314308674980e-006
4.67735141287188e+007	9.69999726452014e-006,-3.88788085164513e-006
4.78630092322628e+007	8.70101686839519e-006,-3.77081134818489e-006
4.89778819368435e+007	7.79540521241072e-006,-3.63692952502853e-006
5.01187233627261e+007	6.97562677717361e-006,-3.49055432495922e-006
5.12861383991353e+007	6.23459781992336e-006,-3.33539383917663e-006
5.24807460249761e+007	5.56567956598003e-006,-3.17460690645815e-006
5.37031796370241e+007	4.96266869326176e-006,-3.01086101058864e-006
5.49540873857612e+007	4.41978544500920e-006,-2.84638638130769e-006
5.62341325190336e+007	3.93165971774931e-006,-2.68302625003630e-006
5.75439937337144e+007	3.49331547203047e-006,-2.52228326138289e-006
5.88843655355576e+007	3.10015380747761e-006,-2.36536208527331e-006
6.02559586074344e+007	2.74793502830910e-006,-2.21320831408995e-006
6.16595001861468e+007	2.43276000511917e-006,-2.06654376407313e-006
6.30957344480179e+007	2.15105111528726e-006,-1.92589833008334e-006
6.45654229034641e+007	1.89953301542076e-006,-1.79163856503888e-006
6.60693448007581e+007	1.67521347086082e-006,-1.66399317389373e-006
6.76082975391967e+007	1.47536443739247e-006,-1.54307562389017e-006
6.91830970918921e+007	1.29750356031397e-006,-1.42890407995140e-006
7.07945784384122e+007	1.13937622756529e-006,-1.32141887710700e-006
7.24435960074974e+007	9.98938286899744e-007,-1.22049774075526e-006
7.41310241300901e+007	8.74339511908305e-007,-1.12596896115161e-006
7.58577575029167e+007	7.63907878855281e-007,-1.03762272146609e-006
7.76247116628674e+007	6.66134696672805e-007,-9.55220770127087e-007
7.94328234724264e+007	5.79660613834354e-007,-8.78504616973190e-007
8.12830516164081e+007	5.03262511560842e-007,-8.07202421728834e-007
8.31763771102652e+007	4.35841279069754e-007,-7.41034730472739e-007
8.51138038202357e+007	3.76410456407828e-007,-6.79719203621643e-007
8.70963589956061e+007	3.24085721685358e-007,-6.22974466207367e-007
8.91250938133725e+007	2.78075192536748e-007,-5.70523198747581e-007
9.12010839355889e+007	2.37670506851320e-007,-5.22094575507397e-007
9.33254300796970e+007	2.02238643897495e-007,-4.77426145325973e-007
9.54992586021414e+007	1.71214444568984e-007,-4.36265239602852e-007
9.77237220955788e+007	1.44093788220544e-007,-3.98369982341856e-007
9.99999999999977e+007	1.20427382888884e-007,-3.63509967702166e-007
1.02329299228073e+008	9.98151260740194e-008,-3.31466662473166e-007
1.04712854805088e+008	8.19009939708511e-008,-3.02033583134745e-007
1.07151930523758e+008	6.63684183187090e-008,-2.75016290374433e-007
1.09647819614316e+008	5.29361116525772e-008,-2.50232237900927e-007
1.12201845430194e+008	4.13543035650982e-008,-2.27510506891366e-007
1.14815362149686e+008	3.14013526323223e-008,-2.06691452662220e-007
1.17489755493950e+008	2.28807007452495e-008,-1.87626285859596e-007
1.20226443461738e+008	1.56181388054369e-008,-1.70176606895015e-007
1.23026877081235e+008	9.45935487216913e-009,-1.54213909030848e-007
1.25892541179414e+008	4.26773803183813e-009,-1.39619062798396e-007
1.28824955169310e+008	-7.75866667055010e-011,-1.26281792021622e-007
1.31825673855638e+008	-3.68351484069625e-009,-1.14100149717532e-007
1.34896288259162e+008	-6.64453167721822e-009,-1.02980000339778e-007
1.38038426460285e+008	-9.04411199101785e-009,-9.28345134224169e-008
1.41253754462272e+008	-1.09559686000871e-008,-8.35836724370092e-008
1.44543977074589e+008	-1.24451645649634e-008,-7.51538016343345e-008
1.47910838816817e+008	-1.35691033479984e-008,-6.74771128417652e-008
1.51356124843617e+008	-1.43784095519673e-008,-6.04912734880640e-008
1.54881661891244e+008	-1.49177116261026e-008,-5.41389966000332e-008
1.58489319246108e+008	-1.52263367559381e-008,-4.83676530885378e-008
1.62181009735889e+008	-1.53389270962514e-008,-4.31289063463995e-008
