Freq.	V(vout1)	V(vout2)
7.07945784384136e+000	-1.92548999956753e+000,8.13515118278551e-003	-1.99999997007356e+000,2.44648496628987e-004
7.24435960074988e+000	-1.92548636690321e+000,8.32460777215764e-003	-1.99999996866317e+000,2.50347091995921e-004
7.41310241300916e+000	-1.92548256305663e+000,8.51847483909548e-003	-1.99999996718631e+000,2.56178424688121e-004
7.58577575029182e+000	-1.92547857999238e+000,8.71685493593543e-003	-1.99999996563985e+000,2.62145586554179e-004
7.76247116628690e+000	-1.92547440924658e+000,8.91985299038614e-003	-1.99999996402050e+000,2.68251741461023e-004
7.94328234724279e+000	-1.92547004196385e+000,9.12757636040549e-003	-1.99999996232484e+000,2.74500126971444e-004
8.12830516164097e+000	-1.92546546892767e+000,9.34013489029346e-003	-1.99999996054926e+000,2.80894056060681e-004
8.31763771102669e+000	-1.92546068039044e+000,9.55764096611427e-003	-1.99999995869001e+000,2.87436918873003e-004
8.51138038202374e+000	-1.92545566622832e+000,9.78020957544194e-003	-1.99999995674313e+000,2.94132184519196e-004
8.70963589956078e+000	-1.92545041582350e+000,1.00079583658188e-002	-1.99999995470449e+000,3.00983402915925e-004
8.91250938133743e+000	-1.92544491811420e+000,1.02410077061570e-002	-1.99999995256978e+000,3.07994206667941e-004
9.12010839355907e+000	-1.92543916131540e+000,1.04794807460263e-002	-1.99999995033447e+000,3.15168312994124e-004
9.33254300796988e+000	-1.92543313330589e+000,1.07235034832663e-002	-1.99999994799380e+000,3.22509525698391e-004
9.54992586021433e+000	-1.92542682134877e+000,1.09732048260727e-002	-1.99999994554283e+000,3.30021737186516e-004
9.77237220955808e+000	-1.92542021193052e+000,1.12287166574812e-002	-1.99999994297634e+000,3.37708930529919e-004
9.99999999999997e+000	-1.92541329117550e+000,1.14901739078580e-002	-1.99999994028890e+000,3.45575181577538e-004
1.02329299228075e+001	-1.92540604440185e+000,1.17577146191829e-002	-1.99999993747480e+000,3.53624661116877e-004
1.04712854805090e+001	-1.92539845616934e+000,1.20314800162238e-002	-1.99999993452808e+000,3.61861637085404e-004
1.07151930523760e+001	-1.92539051050614e+000,1.23116145816074e-002	-1.99999993144248e+000,3.70290476833451e-004
1.09647819614318e+001	-1.92538219048668e+000,1.25982661244655e-002	-1.99999992821146e+000,3.78915649439828e-004
1.12201845430196e+001	-1.92537347858432e+000,1.28915858602272e-002	-1.99999992482817e+000,3.87741728081366e-004
1.14815362149688e+001	-1.92536435627098e+000,1.31917284824787e-002	-1.99999992128543e+000,3.96773392457659e-004
1.17489755493953e+001	-1.92535480429716e+000,1.34988522452000e-002	-1.99999991757573e+000,4.06015431272285e-004
1.20226443461741e+001	-1.92534480230237e+000,1.38131190377322e-002	-1.99999991369120e+000,4.15472744771818e-004
1.23026877081238e+001	-1.92533432919643e+000,1.41346944719186e-002	-1.99999990962359e+000,4.25150347343979e-004
1.25892541179416e+001	-1.92532336280468e+000,1.44637479608199e-002	-1.99999990536428e+000,4.35053370176309e-004
1.28824955169313e+001	-1.92531187992060e+000,1.48004528047127e-002	-1.99999990090423e+000,4.45187063976765e-004
1.31825673855640e+001	-1.92529985613162e+000,1.51449862754804e-002	-1.99999989623399e+000,4.55556801757688e-004
1.34896288259165e+001	-1.92528726605069e+000,1.54975297089458e-002	-1.99999989134365e+000,4.66168081684614e-004
1.38038426460288e+001	-1.92527408308496e+000,1.58582685920371e-002	-1.99999988622284e+000,4.77026529991445e-004
1.41253754462275e+001	-1.92526027922455e+000,1.62273926516938e-002	-1.99999988086069e+000,4.88137903963516e-004
1.44543977074592e+001	-1.92524582524315e+000,1.66050959522487e-002	-1.99999987524582e+000,4.99508094990147e-004
1.47910838816820e+001	-1.92523069065803e+000,1.69915769910282e-002	-1.99999986936634e+000,5.11143131688298e-004
1.51356124843620e+001	-1.92521484334298e+000,1.73870387896469e-002	-1.99999986320977e+000,5.23049183098978e-004
1.54881661891248e+001	-1.92519824986102e+000,1.77916889995488e-002	-1.99999985676304e+000,5.35232561958109e-004
1.58489319246111e+001	-1.92518087499312e+000,1.82057399953465e-002	-1.99999985001249e+000,5.47699728043570e-004
1.62181009735892e+001	-1.92516268201707e+000,1.86294089834036e-002	-1.99999984294380e+000,5.60457291600210e-004
1.65958690743755e+001	-1.92514363253664e+000,1.90629181043970e-002	-1.99999983554197e+000,5.73512016844627e-004
1.69824365246174e+001	-1.92512368613955e+000,1.95064945341125e-002	-1.99999982779130e+000,5.86870825551587e-004
1.73780082874937e+001	-1.92510280072709e+000,1.99603705992099e-002	-1.99999981967536e+000,6.00540800723982e-004
1.77827941003892e+001	-1.92508093211847e+000,2.04247838808089e-002	-1.99999981117692e+000,6.14529190348254e-004
1.81970085860998e+001	-1.92505803406215e+000,2.08999773278649e-002	-1.99999980227796e+000,6.28843411237309e-004
1.86208713666286e+001	-1.92503405821741e+000,2.13861993720859e-002	-1.99999979295961e+000,6.43491052962924e-004
1.90546071796324e+001	-1.92500895384739e+000,2.18837040384927e-002	-1.99999978320210e+000,6.58479881879761e-004
1.94984459975804e+001	-1.92498266792439e+000,2.23927510667232e-002	-1.99999977298473e+000,6.73817845243095e-004
1.99526231496887e+001	-1.92495514496494e+000,2.29136060284995e-002	-1.99999976228583e+000,6.89513075422461e-004
2.04173794466952e+001	-1.92492632678911e+000,2.34465404449532e-002	-1.99999975108271e+000,7.05573894213440e-004
2.08929613085403e+001	-1.92489615255284e+000,2.39918319121009e-002	-1.99999973935160e+000,7.22008817249873e-004
2.13796208950222e+001	-1.92486455857397e+000,2.45497642234184e-002	-1.99999972706762e+000,7.38826558518845e-004
2.18776162394954e+001	-1.92483147812587e+000,2.51206274931835e-002	-1.99999971420472e+000,7.56036034980830e-004
2.23872113856833e+001	-1.92479684142086e+000,2.57047182862992e-002	-1.99999970073560e+000,7.73646371297444e-004
2.29086765276776e+001	-1.92476057532302e+000,2.63023397428968e-002	-1.99999968663171e+000,7.91666904669314e-004
2.34422881531991e+001	-1.92472260339823e+000,2.69138017133758e-002	-1.99999967186312e+000,8.10107189786633e-004
2.39883291901948e+001	-1.92468284555117e+000,2.75394208840552e-002	-1.99999965639850e+000,8.28977003895012e-004
2.45470891568502e+001	-1.92464121802120e+000,2.81795209139238e-002	-1.99999964020507e+000,8.48286351979324e-004
2.51188643150957e+001	-1.92459763297453e+000,2.88344325614561e-002	-1.99999962324846e+000,8.68045472068292e-004
2.57039578276885e+001	-1.92455199863508e+000,2.95044938281345e-002	-1.99999960549271e+000,8.88264840662617e-004
2.63026799189537e+001	-1.92450421884385e+000,3.01900500867091e-002	-1.99999958690016e+000,9.08955178289536e-004
2.69153480392690e+001	-1.92445419308774e+000,3.08914542244269e-002	-1.99999956743136e+000,9.30127455186755e-004
2.75422870333815e+001	-1.92440181602151e+000,3.16090667717177e-002	-1.99999954704504e+000,9.51792897118755e-004
2.81838293126444e+001	-1.92434697742454e+000,3.23432560449922e-002	-1.99999952569793e+000,9.73962991328571e-004
2.88403150312659e+001	-1.92428956193538e+000,3.30943982833036e-002	-1.99999950334477e+000,9.96649492628191e-004
2.95120922666637e+001	-1.92422944888657e+000,3.38628777888415e-002	-1.99999947993814e+000,1.01986442963080e-003
3.01995172040200e+001	-1.92416651201688e+000,3.46490870637057e-002	-1.99999945542838e+000,1.04362011112816e-003
3.09029543251358e+001	-1.92410061893027e+000,3.54534269373739e-002	-1.99999942976352e+000,1.06792913261658e-003
3.16227766016837e+001	-1.92403163142125e+000,3.62763067249758e-002	-1.99999940288911e+000,1.09280438297477e-003
3.23593656929627e+001	-1.92395940463341e+000,3.71181443436499e-002	-1.99999937474815e+000,1.11825905129733e-003
3.31131121482590e+001	-1.92388378720526e+000,3.79793664640012e-002	-1.99999934528095e+000,1.14430663388732e-003
3.38844156139201e+001	-1.92380462039942e+000,3.88604086223027e-002	-1.99999931442500e+000,1.17096094141171e-003
3.46736850452530e+001	-1.92372173843256e+000,3.97617153775470e-002	-1.99999928211486e+000,1.19823610622348e-003
3.54813389233574e+001	-1.92363496783703e+000,4.06837404299642e-002	-1.99999924828199e+000,1.22614658985423e-003
3.63078054770100e+001	-1.92354412683045e+000,4.16269467362713e-002	-1.99999921285462e+000,1.25470719068128e-003
3.71535229097171e+001	-1.92344902551964e+000,4.25918066574786e-002	-1.99999917575762e+000,1.28393305177338e-003
3.80189396320559e+001	-1.92334946512239e+000,4.35788020632095e-002	-1.99999913691229e+000,1.31383966891907e-003
3.89045144994279e+001	-1.92324523764444e+000,4.45884244512830e-002	-1.99999909623624e+000,1.34444289884202e-003
3.98107170553495e+001	-1.92313612558040e+000,4.56211750650704e-002	-1.99999905364318e+000,1.37575896760776e-003
4.07380277804111e+001	-1.92302190142719e+000,4.66775649982650e-002	-1.99999900904278e+000,1.40780447922609e-003
4.16869383470333e+001	-1.92290232704832e+000,4.77581152870218e-002	-1.99999896234043e+000,1.44059642445388e-003
4.26579518801591e+001	-1.92277715350855e+000,4.88633570189711e-002	-1.99999891343707e+000,1.47415218980284e-003
4.36515832240164e+001	-1.92264612043840e+000,4.99938314138050e-002	-1.99999886222897e+000,1.50848956675711e-003
4.46683592150961e+001	-1.92250895540440e+000,5.11500898961564e-002	-1.99999880860750e+000,1.54362676120539e-003
4.57088189614873e+001	-1.92236537370097e+000,5.23326941825031e-002	-1.99999875245894e+000,1.57958240309285e-003
4.67735141287196e+001	-1.92221507740333e+000,5.35422163210102e-002	-1.99999869366418e+000,1.61637555629767e-003
4.78630092322636e+001	-1.92205775512765e+000,5.47792387586987e-002	-1.99999863209851e+000,1.65402572873767e-003
4.89778819368444e+001	-1.92189308121713e+000,5.60443543674272e-002	-1.99999856763134e+000,1.69255288271225e-003
5.01187233627270e+001	-1.92172071516457e+000,5.73381664704637e-002	-1.99999850012594e+000,1.73197744548507e-003
5.12861383991362e+001	-1.92154030109519e+000,5.86612888602200e-002	-1.99999842943911e+000,1.77232032011329e-003
5.24807460249770e+001	-1.92135146694931e+000,6.00143457844209e-002	-1.99999835542091e+000,1.81360289652885e-003
5.37031796370250e+001	-1.92115382376768e+000,6.13979719221822e-002	-1.99999827791436e+000,1.85584706287783e-003
5.49540873857622e+001	-1.92094696502102e+000,6.28128123460142e-002	-1.99999819675503e+000,1.89907521712381e-003
5.62341325190346e+001	-1.92073046596558e+000,6.42595224677051e-002	-1.99999811177080e+000,1.94331027892139e-003
5.75439937337154e+001	-1.92050388256945e+000,6.57387679361571e-002	-1.99999802278138e+000,1.98857570176624e-003
5.88843655355586e+001	-1.92026675100274e+000,6.72512245500548e-002	-1.99999792959804e+000,2.03489548542789e-003
6.02559586074355e+001	-1.92001858651058e+000,6.87975781059874e-002	-1.99999783202311e+000,2.08229418867214e-003
6.16595001861479e+001	-1.91975888289708e+000,7.03785242627914e-002	-1.99999772984962e+000,2.13079694227954e-003
6.30957344480190e+001	-1.91948711114689e+000,7.19947683177055e-002	-1.99999762286085e+000,2.18042946236704e-003
6.45654229034652e+001	-1.91920271890942e+000,7.36470250135708e-002	-1.99999751082988e+000,2.23121806401976e-003
6.60693448007593e+001	-1.91890512940864e+000,7.53360182734318e-002	-1.99999739351906e+000,2.28318967524005e-003
6.76082975391978e+001	-1.91859374003991e+000,7.70624808742655e-002	-1.99999727067956e+000,2.33637185122135e-003
6.91830970918933e+001	-1.91826792211499e+000,7.88271541724343e-002	-1.99999714205084e+000,2.39079278895429e-003
7.07945784384134e+001	-1.91792701900699e+000,8.06307876640728e-002	-1.99999700736004e+000,2.44648134217278e-003
7.24435960074986e+001	-1.91757034554130e+000,8.24741385995971e-002	-1.99999686632149e+000,2.50346703664806e-003
7.41310241300914e+001	-1.91719718656182e+000,8.43579714853022e-002	-1.99999671863601e+000,2.56178008583865e-003
7.58577575029180e+001	-1.91680679590041e+000,8.62830575674873e-002	-1.99999656399036e+000,2.62145140690470e-003
7.76247116628688e+001	-1.91639839527634e+000,8.82501742582370e-002	-1.99999640205650e+000,2.68251263709491e-003
7.94328234724277e+001	-1.91597117261006e+000,9.02601044503386e-002	-1.99999623249097e+000,2.74499615051498e-003
8.12830516164095e+001	-1.91552428124446e+000,9.23136358517701e-002	-1.99999605493409e+000,2.80893507528626e-003
8.31763771102667e+001	-1.91505683831875e+000,9.44115601778066e-002	-1.99999586900925e+000,2.87436331110371e-003
8.51138038202372e+001	-1.91456792345635e+000,9.65546723000590e-002	-1.99999567432207e+000,2.94131554720251e-003
8.70963589956076e+001	-1.91405657759544e+000,9.87437693352483e-002	-1.99999547045961e+000,3.00982728074267e-003
8.91250938133741e+001	-1.91352180126026e+000,1.00979649598085e-001	-1.99999525698946e+000,3.07993483562155e-003
9.12010839355905e+001	-1.91296255321928e+000,1.03263111505529e-001	-1.99999503345881e+000,3.15167538172401e-003
9.33254300796986e+001	-1.91237774927426e+000,1.05594952405545e-001	-1.99999479939354e+000,3.22508695462055e-003
9.54992586021431e+001	-1.91176626027929e+000,1.07975967226364e-001	-1.99999455429718e+000,3.30020847572364e-003
9.77237220955805e+001	-1.91112691105771e+000,1.10406947118237e-001	-1.99999429764985e+000,3.37707977291305e-003
9.99999999999995e+001	-1.91045847868562e+000,1.12888677917965e-001	-1.99999402890716e+000,3.45574160164099e-003
1.02329299228075e+002	-1.90975969082383e+000,1.15421938500214e-001	-1.99999374749911e+000,3.53623566652814e-003
1.04712854805089e+002	-1.90902922437715e+000,1.18007499043978e-001	-1.99999345282878e+000,3.61860464346206e-003
1.07151930523760e+002	-1.90826570379766e+000,1.20646119127577e-001	-1.99999314427117e+000,3.70289220220957e-003
1.09647819614318e+002	-1.90746769944729e+000,1.23338545691285e-001	-1.99999282117178e+000,3.78914302955501e-003
1.12201845430196e+002	-1.90663372614625e+000,1.26085510877633e-001	-1.99999248284530e+000,3.87740285297662e-003
1.14815362149688e+002	-1.90576224154875e+000,1.28887729696842e-001	-1.99999212857411e+000,3.96771846487343e-003
1.17489755493952e+002	-1.90485164457139e+000,1.31745897536482e-001	-1.99999175760677e+000,4.06013774735557e-003
1.20226443461741e+002	-1.90390027385684e+000,1.34660687505117e-001	-1.99999136915642e+000,4.15470969761082e-003
1.23026877081237e+002	-1.90290640618908e+000,1.37632747589554e-001	-1.99999096239913e+000,4.25148445386100e-003
1.25892541179416e+002	-1.90186825540446e+000,1.40662697695153e-001	-1.99999053647214e+000,4.35051332192162e-003
1.28824955169313e+002	-1.90078397055455e+000,1.43751126383550e-001	-1.99999009047202e+000,4.45184880237899e-003
1.31825673855640e+002	-1.89965163465997e+000,1.46898587486438e-001	-1.99998962345278e+000,4.55554461839887e-003
1.34896288259165e+002	-1.89846926374060e+000,1.50105596549171e-001	-1.99998913442383e+000,4.66165574418137e-003
1.38038426460288e+002	-1.89723480520758e+000,1.53372626953176e-001	-1.99998862234792e+000,4.77023843407707e-003
1.41253754462275e+002	-1.89594613704209e+000,1.56700105924912e-001	-1.99998808613889e+000,4.88135025237955e-003
1.44543977074592e+002	-1.89460106696558e+000,1.60088410305994e-001	-1.99998752465941e+000,4.99505010381008e-003
1.47910838816820e+002	-1.89319733115264e+000,1.63537861995874e-001	-1.99998693671856e+000,5.11139826471038e-003
1.51356124843620e+002	-1.89173259414694e+000,1.67048723335562e-001	-1.99998632106929e+000,5.23045641495978e-003
1.54881661891247e+002	-1.89020444797347e+000,1.70621192092003e-001	-1.99998567640576e+000,5.35228767063358e-003
1.58489319246110e+002	-1.88861041199254e+000,1.74255396293905e-001	-1.99998500136063e+000,5.47695661741969e-003
1.62181009735892e+002	-1.88694793287557e+000,1.77951388811576e-001	-1.99998429450208e+000,5.60452934481099e-003
1.65958690743755e+002	-1.88521438455035e+000,1.81709141643500e-001	-1.99998355433085e+000,5.73507348109129e-003
1.69824365246173e+002	-1.88340706898903e+000,1.85528540069489e-001	-1.99998277927702e+000,5.86865822913329e-003
1.73780082874936e+002	-1.88152321679317e+000,1.89409376474335e-001	-1.99998196769667e+000,6.00535440302708e-003
1.77827941003891e+002	-1.87955998809315e+000,1.93351343932226e-001	-1.99998111786841e+000,6.14523446555840e-003
1.81970085860997e+002	-1.87751447425083e+000,1.97354029654453e-001	-1.99998022798977e+000,6.28837256655618e-003
1.86208713666286e+002	-1.87538369940807e+000,2.01416908111415e-001	-1.99997929617328e+000,6.43484458212930e-003
1.90546071796323e+002	-1.87316462291700e+000,2.05539334043669e-001	-1.99997832044256e+000,6.58472815481311e-003
1.94984459975803e+002	-1.87085414198014e+000,2.09720535233447e-001	-1.99997729872810e+000,6.73810273464644e-003
1.99526231496887e+002	-1.86844909469627e+000,2.13959605083550e-001	-1.99997622886283e+000,6.89504962120060e-003
2.04173794466952e+002	-1.86594626386147e+000,2.18255495095472e-001	-1.99997510857759e+000,7.05565200658206e-003
2.08929613085403e+002	-1.86334238106763e+000,2.22607007161774e-001	-1.99997393549628e+000,7.21999501943127e-003
2.13796208950222e+002	-1.86063413187967e+000,2.27012785874711e-001	-1.99997270713083e+000,7.38816576994024e-003
2.18776162394954e+002	-1.85781816068796e+000,2.31471310541891e-001	-1.99997142087591e+000,7.56025339591236e-003
2.23872113856832e+002	-1.85489107752204e+000,2.35980887486750e-001	-1.99997007400344e+000,7.73634910988812e-003
2.29086765276776e+002	-1.85184946441093e+000,2.40539642085143e-001	-1.99996866365677e+000,7.91654624736118e-003
2.34422881531991e+002	-1.84868988305065e+000,2.45145511002776e-001	-1.99996718684465e+000,8.10094031610960e-003
2.39883291901947e+002	-1.84540888319287e+000,2.49796234539723e-001	-1.99996564043484e+000,8.28962904666768e-003
2.45470891568501e+002	-1.84200301177251e+000,2.54489349135479e-001	-1.99996402114756e+000,8.48271244396426e-003
2.51188643150956e+002	-1.83846882261745e+000,2.59222180043949e-001	-1.99996232554842e+000,8.68029284015423e-003
2.57039578276885e+002	-1.83480288754596e+000,2.63991834465097e-001	-1.99996055004124e+000,8.88247494867007e-003
2.63026799189536e+002	-1.83100180765789e+000,2.68795194871167e-001	-1.99995869086037e+000,9.08936591952126e-003
2.69153480392690e+002	-1.82706222616687e+000,2.73628912983746e-001	-1.99995674406270e+000,9.30107539586987e-003
