Freq.	V(vout1)	V(vout2)
1.58489319246111e+001	-1.81849334510733e+000,1.80383164821116e-002	-1.99999985001249e+000,5.47699728043570e-004
1.62181009735892e+001	-1.81847496085010e+000,1.84580733776581e-002	-1.99999984294380e+000,5.60457291600210e-004
1.65958690743755e+001	-1.81845571107295e+000,1.88875784027855e-002	-1.99999983554197e+000,5.73512016844627e-004
1.69824365246174e+001	-1.81843555505164e+000,1.93270565296914e-002	-1.99999982779130e+000,5.86870825551587e-004
1.73780082874937e+001	-1.81841445015585e+000,1.97767378216981e-002	-1.99999981967536e+000,6.00540800723982e-004
1.77827941003892e+001	-1.81839235181934e+000,2.02368575425156e-002	-1.99999981117692e+000,6.14529190348254e-004
1.81970085860998e+001	-1.81836921322459e+000,2.07076562611193e-002	-1.99999980227796e+000,6.28843411237309e-004
1.86208713666286e+001	-1.81834498554921e+000,2.11893799707161e-002	-1.99999979295961e+000,6.43491052962924e-004
1.90546071796324e+001	-1.81831961763224e+000,2.16822801969608e-002	-1.99999978320210e+000,6.58479881879761e-004
1.94984459975804e+001	-1.81829305583369e+000,2.21866141119178e-002	-1.99999977298473e+000,6.73817845243095e-004
1.99526231496887e+001	-1.81826524400920e+000,2.27026446525561e-002	-1.99999976228583e+000,6.89513075422461e-004
2.04173794466952e+001	-1.81823612348800e+000,2.32306406413850e-002	-1.99999975108271e+000,7.05573894213440e-004
2.08929613085403e+001	-1.81820563278271e+000,2.37708769022521e-002	-1.99999973935160e+000,7.22008817249873e-004
2.13796208950222e+001	-1.81817370746525e+000,2.43236343816627e-002	-1.99999972706762e+000,7.38826558518845e-004
2.18776162394954e+001	-1.81814028027246e+000,2.48892002780114e-002	-1.99999971420472e+000,7.56036034980830e-004
2.23872113856833e+001	-1.81810528054934e+000,2.54678681549823e-002	-1.99999970073560e+000,7.73646371297444e-004
2.29086765276776e+001	-1.81806863459126e+000,2.60599380804480e-002	-1.99999968663171e+000,7.91666904669314e-004
2.34422881531991e+001	-1.81803026503701e+000,2.66657167412373e-002	-1.99999967186312e+000,8.10107189786633e-004
2.39883291901948e+001	-1.81799009097129e+000,2.72855175786292e-002	-1.99999965639850e+000,8.28977003895012e-004
2.45470891568502e+001	-1.81794802778467e+000,2.79196609189156e-002	-1.99999964020507e+000,8.48286351979324e-004
2.51188643150957e+001	-1.81790398682139e+000,2.85684740987527e-002	-1.99999962324846e+000,8.68045472068292e-004
2.57039578276885e+001	-1.81785787537509e+000,2.92322916020788e-002	-1.99999960549271e+000,8.88264840662617e-004
2.63026799189537e+001	-1.81780959623736e+000,2.99114551842842e-002	-1.99999958690016e+000,9.08955178289536e-004
2.69153480392690e+001	-1.81775904786632e+000,3.06063140168466e-002	-1.99999956743136e+000,9.30127455186755e-004
2.75422870333815e+001	-1.81770612391746e+000,3.13172248127569e-002	-1.99999954704504e+000,9.51792897118755e-004
2.81838293126444e+001	-1.81765071295362e+000,3.20445519576669e-002	-1.99999952569793e+000,9.73962991328571e-004
2.88403150312659e+001	-1.81759269861599e+000,3.27886676576386e-002	-1.99999950334477e+000,9.96649492628191e-004
2.95120922666637e+001	-1.81753195885779e+000,3.35499520549949e-002	-1.99999947993814e+000,1.01986442963080e-003
3.01995172040200e+001	-1.81746836620370e+000,3.43287933799923e-002	-1.99999945542838e+000,1.04362011112816e-003
3.09029543251358e+001	-1.81740178700059e+000,3.51255880664513e-002	-1.99999942976352e+000,1.06792913261658e-003
3.16227766016837e+001	-1.81733208161146e+000,3.59407409014760e-002	-1.99999940288911e+000,1.09280438297477e-003
3.23593656929627e+001	-1.81725910372194e+000,3.67746651415257e-002	-1.99999937474815e+000,1.11825905129733e-003
3.31131121482590e+001	-1.81718270035953e+000,3.76277826546468e-002	-1.99999934528095e+000,1.14430663388732e-003
3.38844156139201e+001	-1.81710271146232e+000,3.85005240444248e-002	-1.99999931442500e+000,1.17096094141171e-003
3.46736850452530e+001	-1.81701896944484e+000,3.93933287717019e-002	-1.99999928211486e+000,1.19823610622348e-003
3.54813389233574e+001	-1.81693129913256e+000,4.03066452899550e-002	-1.99999924828199e+000,1.22614658985423e-003
3.63078054770100e+001	-1.81683951704191e+000,4.12409311507201e-002	-1.99999921285462e+000,1.25470719068128e-003
3.71535229097171e+001	-1.81674343132286e+000,4.21966531345910e-002	-1.99999917575762e+000,1.28393305177338e-003
3.80189396320559e+001	-1.81664284135000e+000,4.31742873645145e-002	-1.99999913691229e+000,1.31383966891907e-003
3.89045144994279e+001	-1.81653753701388e+000,4.41743194009509e-002	-1.99999909623624e+000,1.34444289884202e-003
3.98107170553495e+001	-1.81642729880698e+000,4.51972443700403e-002	-1.99999905364318e+000,1.37575896760776e-003
4.07380277804111e+001	-1.81631189692532e+000,4.62435670408229e-002	-1.99999900904278e+000,1.40780447922609e-003
4.16869383470333e+001	-1.81619109106709e+000,4.73138019299840e-002	-1.99999896234043e+000,1.44059642445388e-003
4.26579518801591e+001	-1.81606462987563e+000,4.84084733835583e-002	-1.99999891343707e+000,1.47415218980284e-003
4.36515832240164e+001	-1.81593225048287e+000,4.95281156568563e-002	-1.99999886222897e+000,1.50848956675711e-003
4.46683592150961e+001	-1.81579367792447e+000,5.06732729800043e-002	-1.99999880860750e+000,1.54362676120539e-003
4.57088189614873e+001	-1.81564862480598e+000,5.18444996289470e-002	-1.99999875245894e+000,1.57958240309285e-003
4.67735141287196e+001	-1.81549679044962e+000,5.30423599586938e-002	-1.99999869366418e+000,1.61637555629767e-003
4.78630092322636e+001	-1.81533786050637e+000,5.42674284516613e-002	-1.99999863209851e+000,1.65402572873767e-003
4.89778819368444e+001	-1.81517150644715e+000,5.55202897490434e-002	-1.99999856763134e+000,1.69255288271225e-003
5.01187233627270e+001	-1.81499738460310e+000,5.68015386427468e-002	-1.99999850012594e+000,1.73197744548507e-003
5.12861383991362e+001	-1.81481513583451e+000,5.81117800909199e-002	-1.99999842943911e+000,1.77232032011329e-003
5.24807460249770e+001	-1.81462438473997e+000,5.94516291916206e-002	-1.99999835542091e+000,1.81360289652885e-003
5.37031796370250e+001	-1.81442473891460e+000,6.08217111427274e-002	-1.99999827791436e+000,1.85584706287783e-003
5.49540873857622e+001	-1.81421578825350e+000,6.22226611869985e-002	-1.99999819675503e+000,1.89907521712381e-003
5.62341325190346e+001	-1.81399710420490e+000,6.36551245348358e-002	-1.99999811177080e+000,1.94331027892139e-003
5.75439937337154e+001	-1.81376823895207e+000,6.51197562613386e-002	-1.99999802278138e+000,1.98857570176624e-003
5.88843655355586e+001	-1.81352872453379e+000,6.66172211760424e-002	-1.99999792959804e+000,2.03489548542789e-003
6.02559586074355e+001	-1.81327807231384e+000,6.81481936935760e-002	-1.99999783202311e+000,2.08229418867214e-003
6.16595001861479e+001	-1.81301577169339e+000,6.97133576233513e-002	-1.99999772984962e+000,2.13079694227954e-003
6.30957344480190e+001	-1.81274128922500e+000,7.13134059578825e-002	-1.99999762286085e+000,2.18042946236704e-003
6.45654229034652e+001	-1.81245406813877e+000,7.29490406629859e-002	-1.99999751082988e+000,2.23121806401976e-003
6.60693448007593e+001	-1.81215352687239e+000,7.46209723586437e-002	-1.99999739351906e+000,2.28318967524005e-003
6.76082975391978e+001	-1.81183905816950e+000,7.63299200057491e-002	-1.99999727067956e+000,2.33637185122135e-003
6.91830970918933e+001	-1.81151002826333e+000,7.80766105626433e-002	-1.99999714205084e+000,2.39079278895429e-003
7.07945784384134e+001	-1.81116577558695e+000,7.98617785611033e-002	-1.99999700736004e+000,2.44648134217278e-003
7.24435960074986e+001	-1.81080560961411e+000,8.16861656467582e-002	-1.99999686632149e+000,2.50346703664806e-003
7.41310241300914e+001	-1.81042880992138e+000,8.35505200909566e-002	-1.99999671863601e+000,2.56178008583865e-003
7.58577575029180e+001	-1.81003462498120e+000,8.54555962283497e-002	-1.99999656399036e+000,2.62145140690470e-003
7.76247116628688e+001	-1.80962227085942e+000,8.74021538296139e-002	-1.99999640205650e+000,2.68251263709491e-003
7.94328234724277e+001	-1.80919092984129e+000,8.93909574067974e-002	-1.99999623249097e+000,2.74499615051498e-003
8.12830516164095e+001	-1.80873974952357e+000,9.14227755001402e-002	-1.99999605493409e+000,2.80893507528626e-003
8.31763771102667e+001	-1.80826784119091e+000,9.34983798287077e-002	-1.99999586900925e+000,2.87436331110371e-003
8.51138038202372e+001	-1.80777427853104e+000,9.56185443998612e-002	-1.99999567432207e+000,2.94131554720251e-003
8.70963589956076e+001	-1.80725809645760e+000,9.77840445536879e-002	-1.99999547045961e+000,3.00982728074267e-003
8.91250938133741e+001	-1.80671828951201e+000,9.99956558816899e-002	-1.99999525698946e+000,3.07993483562155e-003
9.12010839355905e+001	-1.80615381041263e+000,1.02254153071291e-001	-1.99999503345881e+000,3.15167538172401e-003
9.33254300796986e+001	-1.80556356881946e+000,1.04560308681298e-001	-1.99999479939354e+000,3.22508695462055e-003
9.54992586021431e+001	-1.80494642961682e+000,1.06914891764635e-001	-1.99999455429718e+000,3.30020847572364e-003
9.77237220955805e+001	-1.80430121163472e+000,1.09318666434627e-001	-1.99999429764985e+000,3.37707977291305e-003
9.99999999999995e+001	-1.80362668595707e+000,1.11772390271708e-001	-1.99999402890716e+000,3.45574160164099e-003
1.02329299228075e+002	-1.80292157446883e+000,1.14276812638718e-001	-1.99999374749911e+000,3.53623566652814e-003
1.04712854805089e+002	-1.80218454845179e+000,1.16832672877696e-001	-1.99999345282878e+000,3.61860464346206e-003
1.07151930523760e+002	-1.80141422682825e+000,1.19440698329637e-001	-1.99999314427117e+000,3.70289220220957e-003
1.09647819614318e+002	-1.80060917483624e+000,1.22101602267834e-001	-1.99999282117178e+000,3.78914302955501e-003
1.12201845430196e+002	-1.79976790226997e+000,1.24816081626840e-001	-1.99999248284530e+000,3.87740285297662e-003
1.14815362149688e+002	-1.79888886219221e+000,1.27584814637068e-001	-1.99999212857411e+000,3.96771846487343e-003
1.17489755493952e+002	-1.79797044940974e+000,1.30408458264999e-001	-1.99999175760677e+000,4.06013774735557e-003
1.20226443461741e+002	-1.79701099887148e+000,1.33287645468033e-001	-1.99999136915642e+000,4.15470969761082e-003
1.23026877081237e+002	-1.79600878436630e+000,1.36222982310248e-001	-1.99999096239913e+000,4.25148445386100e-003
1.25892541179416e+002	-1.79496201712953e+000,1.39215044875582e-001	-1.99999053647214e+000,4.35051332192162e-003
1.28824955169313e+002	-1.79386884452125e+000,1.42264375992775e-001	-1.99999009047202e+000,4.45184880237899e-003
1.31825673855640e+002	-1.79272734873850e+000,1.45371481756944e-001	-1.99998962345278e+000,4.55554461839887e-003
1.34896288259165e+002	-1.79153554587235e+000,1.48536827889776e-001	-1.99998913442383e+000,4.66165574418137e-003
1.38038426460288e+002	-1.79029138456483e+000,1.51760835810498e-001	-1.99998862234792e+000,4.77023843407707e-003
1.41253754462275e+002	-1.78899274515719e+000,1.55043878550255e-001	-1.99998808613889e+000,4.88135025237955e-003
1.44543977074592e+002	-1.78763743907254e+000,1.58386276465793e-001	-1.99998752465941e+000,4.99505010381008e-003
1.47910838816820e+002	-1.78622320779337e+000,1.61788292632802e-001	-1.99998693671856e+000,5.11139826471038e-003
1.51356124843620e+002	-1.78474772276628e+000,1.65250128141477e-001	-1.99998632106929e+000,5.23045641495978e-003
1.54881661891247e+002	-1.78320858485531e+000,1.68771917049013e-001	-1.99998567640576e+000,5.35228767063358e-003
1.58489319246110e+002	-1.78160332418278e+000,1.72353721126706e-001	-1.99998500136063e+000,5.47695661741969e-003
1.62181009735892e+002	-1.77992940045119e+000,1.75995524419580e-001	-1.99998429450208e+000,5.60452934481099e-003
1.65958690743755e+002	-1.77818420323272e+000,1.79697227518352e-001	-1.99998355433085e+000,5.73507348109129e-003
1.69824365246173e+002	-1.77636505282725e+000,1.83458641656207e-001	-1.99998277927702e+000,5.86865822913329e-003
1.73780082874936e+002	-1.77446920091631e+000,1.87279482474362e-001	-1.99998196769667e+000,6.00535440302708e-003
1.77827941003891e+002	-1.77249383219639e+000,1.91159363695303e-001	-1.99998111786841e+000,6.14523446555840e-003
1.81970085860997e+002	-1.77043606594571e+000,1.95097790495878e-001	-1.99998022798977e+000,6.28837256655618e-003
1.86208713666286e+002	-1.76829295812798e+000,1.99094152705485e-001	-1.99997929617328e+000,6.43484458212930e-003
1.90546071796323e+002	-1.76606150403534e+000,2.03147717841182e-001	-1.99997832044256e+000,6.58472815481311e-003
1.94984459975803e+002	-1.76373864111156e+000,2.07257623907369e-001	-1.99997729872810e+000,6.73810273464644e-003
1.99526231496887e+002	-1.76132125275569e+000,2.11422872154752e-001	-1.99997622886283e+000,6.89504962120060e-003
2.04173794466952e+002	-1.75880617198275e+000,2.15642319554777e-001	-1.99997510857759e+000,7.05565200658206e-003
2.08929613085403e+002	-1.75619018638640e+000,2.19914671345903e-001	-1.99997393549628e+000,7.21999501943127e-003
2.13796208950222e+002	-1.75347004317478e+000,2.24238473387177e-001	-1.99997270713083e+000,7.38816576994024e-003
2.18776162394954e+002	-1.75064245497475e+000,2.28612104507087e-001	-1.99997142087591e+000,7.56025339591236e-003
2.23872113856832e+002	-1.74770410666209e+000,2.33033768954093e-001	-1.99997007400344e+000,7.73634910988812e-003
2.29086765276776e+002	-1.74465166223439e+000,2.37501488729590e-001	-1.99996866365677e+000,7.91654624736118e-003
2.34422881531991e+002	-1.74148177296707e+000,2.42013096165683e-001	-1.99996718684465e+000,8.10094031610960e-003
2.39883291901947e+002	-1.73819108618865e+000,2.46566226627563e-001	-1.99996564043484e+000,8.28962904666768e-003
2.45470891568501e+002	-1.73477625492349e+000,2.51158311460484e-001	-1.99996402114756e+000,8.48271244396426e-003
2.51188643150956e+002	-1.73123394782260e+000,2.55786571072016e-001	-1.99996232554842e+000,8.68029284015423e-003
2.57039578276885e+002	-1.72756086076914e+000,2.60448008614425e-001	-1.99996055004124e+000,8.88247494867007e-003
2.63026799189536e+002	-1.72375372870137e+000,2.65139403924650e-001	-1.99995869086037e+000,9.08936591952126e-003
2.69153480392690e+002	-1.71980933854376e+000,2.69857308056595e-001	-1.99995674406270e+000,9.30107539586987e-003
